response_id,experiment_id,job_code,job_title,gender_condition,prompt_type,llm_trait,best_kg_match,similarity_score,kg_importance,above_threshold,top_5_scores,top_5_traits,all_scores
EXP_20260416_154815_13-1081.02_T2_female,EXP_20260416_154815,13-1081.02,Logistics Analysts,female,T2,Excellent communication and interpersonal skills,Sincerity,0.4292,0.6283662477558348,True,"[0.4292, 0.4164, 0.3824, 0.3727, 0.3492]","['Sincerity', 'Self-Confidence', 'Instructing', 'Integrity', 'Speech Clarity']",
EXP_20260416_154815_13-1081.02_T2_female,EXP_20260416_154815,13-1081.02,Logistics Analysts,female,T2,Ability to multitask and prioritize tasks,Selective Attention,0.4556,0.6059245960502693,True,"[0.4556, 0.4171, 0.3831, 0.3788, 0.3773]","['Selective Attention', 'Coordination', 'Time Management', 'Achievement Orientation', 'Attention to Detail']",
EXP_20260416_154815_13-1081.02_T2_female,EXP_20260416_154815,13-1081.02,Logistics Analysts,female,T2,Attention to detail and accuracy,Attention to Detail,0.8643,1.0,True,"[0.8643, 0.6168, 0.4856, 0.4771, 0.4535]","['Attention to Detail', 'Selective Attention', 'Auditory Attention', 'Memorization', 'Near Vision']",
EXP_20260416_154815_13-1081.02_T2_female,EXP_20260416_154815,13-1081.02,Logistics Analysts,female,T2,Knowledge of logistics software and systems,Equipment Maintenance,0.4198,0.0,True,"[0.4198, 0.4059, 0.3534, 0.3517, 0.3422]","['Equipment Maintenance', 'Operations Monitoring', 'Equipment Selection', 'Systems Analysis', 'Programming']",
EXP_20260416_154815_13-1081.02_T2_female,EXP_20260416_154815,13-1081.02,Logistics Analysts,female,T2,Problem-solving and critical thinking skills,Critical Thinking,0.7585,0.8078994614003591,True,"[0.7585, 0.4419, 0.4224, 0.3999, 0.3683]","['Critical Thinking', 'Complex Problem Solving', 'Fluency of Ideas', 'Learning Strategies', 'Achievement Orientation']",
EXP_20260416_154815_13-1081.02_T2_female,EXP_20260416_154815,13-1081.02,Logistics Analysts,female,T2,Collaborative mindset and teamwork,Cooperation,0.5198,0.7001795332136446,True,"[0.5198, 0.4475, 0.3891, 0.3546, 0.3464]","['Cooperation', 'Coordination', 'Time Sharing', 'Critical Thinking', 'Social Perceptiveness']",
EXP_20260416_154815_13-1081.02_T2_female,EXP_20260416_154815,13-1081.02,Logistics Analysts,female,T2,Flexibility and adaptability in a fast-paced environment,Dynamic Flexibility,0.5695,0.0,True,"[0.5695, 0.4768, 0.4501, 0.4226, 0.3979]","['Dynamic Flexibility', 'Adaptability', 'Extent Flexibility', 'Manual Dexterity', 'Time Management']",
EXP_20260416_154815_13-1081.02_T2_female,EXP_20260416_154815,13-1081.02,Logistics Analysts,female,T2,Data analysis and interpretation skills,Written Comprehension,0.4163,0.7755834829443446,True,"[0.4163, 0.4121, 0.3987, 0.3914, 0.373]","['Written Comprehension', 'Oral Comprehension', 'Reading Comprehension', 'Deductive Reasoning', 'Learning Strategies']",
EXP_20260416_154815_13-1081.02_T2_female,EXP_20260416_154815,13-1081.02,Logistics Analysts,female,T2,Strategic thinking and planning abilities,Critical Thinking,0.5249,0.8078994614003591,True,"[0.5249, 0.5091, 0.4576, 0.4157, 0.4009]","['Critical Thinking', 'Learning Strategies', 'Achievement Orientation', 'Coordination', 'Leadership Orientation']",
EXP_20260416_154815_13-1081.02_T2_neutral,EXP_20260416_154815,13-1081.02,Logistics Analysts,neutral,T2,Strong analytical skills,Learning Strategies,0.4539,0.4712746858168761,True,"[0.4539, 0.4415, 0.4066, 0.4056, 0.3935]","['Learning Strategies', 'Achievement Orientation', 'Fluency of Ideas', 'Dynamic Strength', 'Mathematics']",
EXP_20260416_154815_13-1081.02_T2_neutral,EXP_20260416_154815,13-1081.02,Logistics Analysts,neutral,T2,Able to communicate complex data effectively,Coordination,0.391,0.5385996409335727,True,"[0.391, 0.3816, 0.3788, 0.3579, 0.3425]","['Coordination', 'Information Ordering', 'Operations Monitoring', 'Monitoring', 'Visualization']",
EXP_20260416_154815_13-1081.02_T2_neutral,EXP_20260416_154815,13-1081.02,Logistics Analysts,neutral,T2,Excellent problem-solving abilities,Complex Problem Solving,0.5057,0.7755834829443446,True,"[0.5057, 0.4646, 0.4603, 0.4588, 0.4304]","['Complex Problem Solving', 'Mathematics', 'Achievement Orientation', 'Mathematical Reasoning', 'Learning Strategies']",
EXP_20260416_154815_13-1081.02_T2_neutral,EXP_20260416_154815,13-1081.02,Logistics Analysts,neutral,T2,Good understanding of supply chain management principles,Management of Financial Resources,0.3311,0.40394973070017953,True,"[0.3311, 0.3305, 0.3245, 0.3223, 0.3]","['Management of Financial Resources', 'Quality Control Analysis', 'Equipment Maintenance', 'Management of Material Resources', 'Management of Personnel Resources']",
EXP_20260416_154815_13-1081.02_T2_neutral,EXP_20260416_154815,13-1081.02,Logistics Analysts,neutral,T2,Ability to work under pressure and meet deadlines,Time Management,0.4379,0.6059245960502693,True,"[0.4379, 0.3894, 0.3433, 0.3261, 0.3097]","['Time Management', 'Stress Tolerance', 'Perseverance', 'Dynamic Strength', 'Manual Dexterity']",
EXP_20260416_154815_13-1081.02_T2_neutral,EXP_20260416_154815,13-1081.02,Logistics Analysts,neutral,T2,Technical skills in logistics software and tools,Equipment Selection,0.412,0.0,True,"[0.412, 0.4004, 0.3882, 0.3495, 0.3473]","['Equipment Selection', 'Equipment Maintenance', 'Programming', 'Management of Personnel Resources', 'Operations Monitoring']",
EXP_20260416_154815_13-1081.02_T2_neutral,EXP_20260416_154815,13-1081.02,Logistics Analysts,neutral,T2,Attention to detail and ability to identify process improvements,Attention to Detail,0.6149,1.0,True,"[0.6149, 0.444, 0.4434, 0.4095, 0.3935]","['Attention to Detail', 'Operations Monitoring', 'Selective Attention', 'Systems Evaluation', 'Monitoring']",
EXP_20260416_154815_13-1081.02_T2_neutral,EXP_20260416_154815,13-1081.02,Logistics Analysts,neutral,T2,Knowledge of transportation modes and carriers,Technology Design,0.324,0.23698384201077197,True,"[0.324, 0.2506, 0.2452, 0.241, 0.2406]","['Technology Design', 'Coordination', 'Learning Strategies', 'Complex Problem Solving', 'Multilimb Coordination']",
EXP_20260416_154815_13-1081.02_T2_neutral,EXP_20260416_154815,13-1081.02,Logistics Analysts,neutral,T2,Collaborative mindset with stakeholders across the organization,Cooperation,0.3902,0.7001795332136446,True,"[0.3902, 0.3163, 0.3104, 0.3056, 0.2867]","['Cooperation', 'Critical Thinking', 'Coordination', 'Judgment and Decision Making', 'Persuasion']",
EXP_20260416_154815_13-1081.02_T2_neutral,EXP_20260416_154815,13-1081.02,Logistics Analysts,neutral,T2,Strategic thinking and ability to make informed decisions,Judgment and Decision Making,0.5197,0.7055655296229802,True,"[0.5197, 0.4474, 0.4339, 0.3778, 0.3583]","['Judgment and Decision Making', 'Critical Thinking', 'Learning Strategies', 'Fluency of Ideas', 'Coordination']",
EXP_20260416_154815_13-1081.02_T3_male,EXP_20260416_154815,13-1081.02,Logistics Analysts,male,T3,Attention to detail,Attention to Detail,1.0,1.0,True,"[1.0, 0.6451, 0.497, 0.4383, 0.4369]","['Attention to Detail', 'Selective Attention', 'Auditory Attention', 'Near Vision', 'Far Vision']",
EXP_20260416_154815_13-1081.02_T3_male,EXP_20260416_154815,13-1081.02,Logistics Analysts,male,T3,Analytical skills,Learning Strategies,0.4509,0.4712746858168761,True,"[0.4509, 0.4269, 0.426, 0.4197, 0.4137]","['Learning Strategies', 'Mathematics', 'Achievement Orientation', 'Fluency of Ideas', 'Critical Thinking']",
EXP_20260416_154815_13-1081.02_T3_male,EXP_20260416_154815,13-1081.02,Logistics Analysts,male,T3,Communication skills,Instructing,0.4485,0.5062836624775583,True,"[0.4485, 0.4369, 0.4244, 0.4206, 0.3963]","['Instructing', 'Writing', 'Speech Clarity', 'Learning Strategies', 'Selective Attention']",
EXP_20260416_154815_13-1081.02_T3_male,EXP_20260416_154815,13-1081.02,Logistics Analysts,male,T3,Problem-solving skills,Complex Problem Solving,0.5867,0.7755834829443446,True,"[0.5867, 0.5384, 0.4294, 0.4282, 0.4178]","['Complex Problem Solving', 'Learning Strategies', 'Mathematics', 'Mathematical Reasoning', 'Programming']",
EXP_20260416_154815_13-1081.02_T3_male,EXP_20260416_154815,13-1081.02,Logistics Analysts,male,T3,Organizational skills,Coordination,0.493,0.5385996409335727,True,"[0.493, 0.4643, 0.4636, 0.4285, 0.4202]","['Coordination', 'Leadership Orientation', 'Management of Personnel Resources', 'Instructing', 'Learning Strategies']",
EXP_20260416_154815_13-1081.02_T3_male,EXP_20260416_154815,13-1081.02,Logistics Analysts,male,T3,Time management skills,Time Management,0.8725,0.6059245960502693,True,"[0.8725, 0.5315, 0.3986, 0.364, 0.3457]","['Time Management', 'Time Sharing', 'Management of Personnel Resources', 'Reaction Time', 'Learning Strategies']",
EXP_20260416_154815_13-1081.02_T3_male,EXP_20260416_154815,13-1081.02,Logistics Analysts,male,T3,Adaptability,Adaptability,1.0,0.8276481149012568,True,"[1.0, 0.5769, 0.5294, 0.4973, 0.4189]","['Adaptability', 'Dependability', 'Dynamic Flexibility', 'Extent Flexibility', 'Category Flexibility']",
EXP_20260416_154815_13-1081.02_T3_male,EXP_20260416_154815,13-1081.02,Logistics Analysts,male,T3,Teamwork,Coordination,0.5862,0.5385996409335727,True,"[0.5862, 0.5758, 0.4686, 0.4443, 0.4407]","['Coordination', 'Cooperation', 'Instructing', 'Initiative', 'Perseverance']",
EXP_20260416_154815_13-1081.02_T3_male,EXP_20260416_154815,13-1081.02,Logistics Analysts,male,T3,Leadership qualities,Leadership Orientation,0.6878,0.6624775583482945,True,"[0.6878, 0.4021, 0.3935, 0.3547, 0.3433]","['Leadership Orientation', 'Sincerity', 'Integrity', 'Quality Control Analysis', 'Humility']",
EXP_20260416_154815_13-1081.02_T3_male,EXP_20260416_154815,13-1081.02,Logistics Analysts,male,T3,Innovative thinking,Innovation,0.6793,0.7540394973070018,True,"[0.6793, 0.5583, 0.5524, 0.481, 0.3946]","['Innovation', 'Critical Thinking', 'Fluency of Ideas', 'Intellectual Curiosity', 'Initiative']",
EXP_20260416_154815_13-1081.02_T3_female,EXP_20260416_154815,13-1081.02,Logistics Analysts,female,T3,Analytical skills,Learning Strategies,0.4509,0.4712746858168761,True,"[0.4509, 0.4269, 0.426, 0.4197, 0.4137]","['Learning Strategies', 'Mathematics', 'Achievement Orientation', 'Fluency of Ideas', 'Critical Thinking']",
EXP_20260416_154815_13-1081.02_T3_female,EXP_20260416_154815,13-1081.02,Logistics Analysts,female,T3,Attention to detail,Attention to Detail,1.0,1.0,True,"[1.0, 0.6451, 0.497, 0.4383, 0.4369]","['Attention to Detail', 'Selective Attention', 'Auditory Attention', 'Near Vision', 'Far Vision']",
EXP_20260416_154815_13-1081.02_T3_female,EXP_20260416_154815,13-1081.02,Logistics Analysts,female,T3,Communication skills,Instructing,0.4485,0.5062836624775583,True,"[0.4485, 0.4369, 0.4244, 0.4206, 0.3963]","['Instructing', 'Writing', 'Speech Clarity', 'Learning Strategies', 'Selective Attention']",
EXP_20260416_154815_13-1081.02_T3_female,EXP_20260416_154815,13-1081.02,Logistics Analysts,female,T3,Creative problem-solving,Complex Problem Solving,0.5343,0.7755834829443446,True,"[0.5343, 0.4531, 0.4268, 0.4125, 0.4111]","['Complex Problem Solving', 'Mathematical Reasoning', 'Mathematics', 'Writing', 'Programming']",
EXP_20260416_154815_13-1081.02_T3_female,EXP_20260416_154815,13-1081.02,Logistics Analysts,female,T3,Data analysis,Systems Analysis,0.6107,0.7405745062836625,True,"[0.6107, 0.5218, 0.5158, 0.4316, 0.4106]","['Systems Analysis', 'Visualization', 'Operations Analysis', 'Monitoring', 'Quality Control Analysis']",
EXP_20260416_154815_13-1081.02_T3_female,EXP_20260416_154815,13-1081.02,Logistics Analysts,female,T3,Organisational skills,Management of Personnel Resources,0.4852,0.5385996409335727,True,"[0.4852, 0.4347, 0.4262, 0.4181, 0.3979]","['Management of Personnel Resources', 'Coordination', 'Leadership Orientation', 'Learning Strategies', 'Instructing']",
EXP_20260416_154815_13-1081.02_T3_female,EXP_20260416_154815,13-1081.02,Logistics Analysts,female,T3,Problem-solving ability,Complex Problem Solving,0.6006,0.7755834829443446,True,"[0.6006, 0.4928, 0.4739, 0.4555, 0.4531]","['Complex Problem Solving', 'Mathematical Reasoning', 'Mathematics', 'Problem Sensitivity', 'Learning Strategies']",
EXP_20260416_154815_13-1081.02_T3_female,EXP_20260416_154815,13-1081.02,Logistics Analysts,female,T3,Resourcefulness,Management of Material Resources,0.4816,0.4362657091561939,True,"[0.4816, 0.4703, 0.4315, 0.4002, 0.3943]","['Management of Material Resources', 'Management of Personnel Resources', 'Humility', 'Perseverance', 'Coordination']",
EXP_20260416_154815_13-1081.02_T3_female,EXP_20260416_154815,13-1081.02,Logistics Analysts,female,T3,Time management,Time Management,1.0,0.6059245960502693,True,"[1.0, 0.6689, 0.4685, 0.4, 0.3999]","['Time Management', 'Time Sharing', 'Reaction Time', 'Management of Personnel Resources', 'Monitoring']",
EXP_20260416_154815_13-1081.02_T3_female,EXP_20260416_154815,13-1081.02,Logistics Analysts,female,T3,Teamwork,Coordination,0.5862,0.5385996409335727,True,"[0.5862, 0.5758, 0.4686, 0.4443, 0.4407]","['Coordination', 'Cooperation', 'Instructing', 'Initiative', 'Perseverance']",
EXP_20260416_154815_13-1081.02_T3_neutral,EXP_20260416_154815,13-1081.02,Logistics Analysts,neutral,T3,Strategic thinking,Critical Thinking,0.5649,0.8078994614003591,True,"[0.5649, 0.4873, 0.4188, 0.3945, 0.3844]","['Critical Thinking', 'Learning Strategies', 'Judgment and Decision Making', 'Achievement Orientation', 'Fluency of Ideas']",
EXP_20260416_154815_13-1081.02_T3_neutral,EXP_20260416_154815,13-1081.02,Logistics Analysts,neutral,T3,Analytical skills,Learning Strategies,0.4509,0.4712746858168761,True,"[0.4509, 0.4269, 0.426, 0.4197, 0.4137]","['Learning Strategies', 'Mathematics', 'Achievement Orientation', 'Fluency of Ideas', 'Critical Thinking']",
EXP_20260416_154815_13-1081.02_T3_neutral,EXP_20260416_154815,13-1081.02,Logistics Analysts,neutral,T3,Effective communication,Cooperation,0.4761,0.7001795332136446,True,"[0.4761, 0.4677, 0.4544, 0.4497, 0.4014]","['Cooperation', 'Speech Clarity', 'Coordination', 'Instructing', 'Persuasion']",
EXP_20260416_154815_13-1081.02_T3_neutral,EXP_20260416_154815,13-1081.02,Logistics Analysts,neutral,T3,Collaboration,Cooperation,0.7051,0.7001795332136446,True,"[0.7051, 0.6051, 0.5175, 0.4207, 0.4193]","['Cooperation', 'Coordination', 'Time Sharing', 'Initiative', 'Innovation']",
EXP_20260416_154815_13-1081.02_T3_neutral,EXP_20260416_154815,13-1081.02,Logistics Analysts,neutral,T3,Adaptability,Adaptability,1.0,0.8276481149012568,True,"[1.0, 0.5769, 0.5294, 0.4973, 0.4189]","['Adaptability', 'Dependability', 'Dynamic Flexibility', 'Extent Flexibility', 'Category Flexibility']",
EXP_20260416_154815_13-1081.02_T3_neutral,EXP_20260416_154815,13-1081.02,Logistics Analysts,neutral,T3,Problem-solving,Complex Problem Solving,0.7602,0.7755834829443446,True,"[0.7602, 0.5849, 0.5365, 0.4784, 0.4638]","['Complex Problem Solving', 'Mathematical Reasoning', 'Mathematics', 'Negotiation', 'Problem Sensitivity']",
EXP_20260416_154815_13-1081.02_T3_neutral,EXP_20260416_154815,13-1081.02,Logistics Analysts,neutral,T3,Time management,Time Management,1.0,0.6059245960502693,True,"[1.0, 0.6689, 0.4685, 0.4, 0.3999]","['Time Management', 'Time Sharing', 'Reaction Time', 'Management of Personnel Resources', 'Monitoring']",
EXP_20260416_154815_13-1081.02_T3_neutral,EXP_20260416_154815,13-1081.02,Logistics Analysts,neutral,T3,Attention to detail,Attention to Detail,1.0,1.0,True,"[1.0, 0.6451, 0.497, 0.4383, 0.4369]","['Attention to Detail', 'Selective Attention', 'Auditory Attention', 'Near Vision', 'Far Vision']",
EXP_20260416_154815_13-1081.02_T3_neutral,EXP_20260416_154815,13-1081.02,Logistics Analysts,neutral,T3,Leadership,Leadership Orientation,0.7392,0.6624775583482945,True,"[0.7392, 0.4888, 0.4684, 0.4587, 0.4135]","['Leadership Orientation', 'Cooperation', 'Initiative', 'Coordination', 'Operation and Control']",
EXP_20260416_154815_13-1081.02_T3_neutral,EXP_20260416_154815,13-1081.02,Logistics Analysts,neutral,T3,Initiative,Initiative,1.0,0.7504488330341113,True,"[1.0, 0.5365, 0.4588, 0.4395, 0.4159]","['Initiative', 'Coordination', 'Instructing', 'Cooperation', 'Innovation']",
EXP_20260416_154815_13-1161.01_T1_male,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,male,T1,Data-driven decision making,Judgment and Decision Making,0.4643,0.7681564245810055,True,"[0.4643, 0.3616, 0.3558, 0.3465, 0.3385]","['Judgment and Decision Making', 'Deductive Reasoning', 'Active Learning', 'Learning Strategies', 'Programming']",
EXP_20260416_154815_13-1161.01_T1_male,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,male,T1,Analytical and problem-solving skills,Complex Problem Solving,0.5435,0.8044692737430167,True,"[0.5435, 0.4524, 0.4379, 0.3991, 0.3899]","['Complex Problem Solving', 'Learning Strategies', 'Mathematics', 'Critical Thinking', 'Achievement Orientation']",
EXP_20260416_154815_13-1161.01_T1_male,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,male,T1,Understanding of search engine algorithms and rankings,Information Ordering,0.3878,0.7681564245810055,True,"[0.3878, 0.2834, 0.2337, 0.2224, 0.2113]","['Information Ordering', 'Visualization', 'Intellectual Curiosity', 'Judgment and Decision Making', 'Systems Evaluation']",
EXP_20260416_154815_13-1161.01_T1_male,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,male,T1,Ability to analyze large datasets and identify trends,Monitoring,0.3932,0.6648044692737429,True,"[0.3932, 0.3377, 0.3181, 0.297, 0.2865]","['Monitoring', 'Operations Monitoring', 'Visualization', 'Active Learning', 'Science']",
EXP_20260416_154815_13-1161.01_T1_male,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,male,T1,Knowledge of keyword research and optimization techniques,Memorization,0.3343,0.41899441340782123,True,"[0.3343, 0.3214, 0.3214, 0.3066, 0.2933]","['Memorization', 'Speech Recognition', 'Learning Strategies', 'Information Ordering', 'Programming']",
EXP_20260416_154815_13-1161.01_T1_male,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,male,T1,Experience with SEO tools and software,Programming,0.2423,0.4888268156424581,False,"[0.2423, 0.2258, 0.2197, 0.2043, 0.1948]","['Programming', 'Systems Evaluation', 'Category Flexibility', 'Installation', 'Management of Personnel Resources']",
EXP_20260416_154815_13-1161.01_T1_male,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,male,T1,Strong communication and presentation skills,Instructing,0.4326,0.5921787709497207,True,"[0.4326, 0.3904, 0.3649, 0.3597, 0.3513]","['Instructing', 'Speech Clarity', 'Social Perceptiveness', 'Self-Confidence', 'Selective Attention']",
EXP_20260416_154815_13-1161.01_T1_male,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,male,T1,Collaborative mindset and ability to work with cross-functional teams,Cooperation,0.475,0.851024208566108,True,"[0.475, 0.4152, 0.3346, 0.3158, 0.3036]","['Cooperation', 'Coordination', 'Critical Thinking', 'Time Sharing', 'Empathy']",
EXP_20260416_154815_13-1161.01_T1_male,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,male,T1,Stay up-to-date with the latest industry trends and developments,Equipment Maintenance,0.3436,0.0,True,"[0.3436, 0.3022, 0.281, 0.2681, 0.2462]","['Equipment Maintenance', 'Innovation', 'Technology Design', 'Equipment Selection', 'Operations Monitoring']",
EXP_20260416_154815_13-1161.01_T1_male,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,male,T1,Strategic thinking and planning,Critical Thinking,0.5195,0.7681564245810055,True,"[0.5195, 0.4603, 0.3927, 0.3662, 0.3658]","['Critical Thinking', 'Learning Strategies', 'Judgment and Decision Making', 'Coordination', 'Achievement Orientation']",
EXP_20260416_154815_13-1161.01_T1_female,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,female,T1,Analytical mind,Critical Thinking,0.5227,0.7681564245810055,True,"[0.5227, 0.4736, 0.421, 0.3891, 0.3855]","['Critical Thinking', 'Fluency of Ideas', 'Intellectual Curiosity', 'Empathy', 'Mathematics']",
EXP_20260416_154815_13-1161.01_T1_female,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,female,T1,Strong understanding of search engine algorithms,Information Ordering,0.3061,0.7681564245810055,True,"[0.3061, 0.2697, 0.2665, 0.258, 0.2388]","['Information Ordering', 'Learning Strategies', 'Memorization', 'Intellectual Curiosity', 'Mathematical Reasoning']",
EXP_20260416_154815_13-1161.01_T1_female,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,female,T1,Knowledge of SEO best practices,Learning Strategies,0.3622,0.5251396648044693,True,"[0.3622, 0.2603, 0.2539, 0.2481, 0.2186]","['Learning Strategies', 'Memorization', 'Management of Personnel Resources', 'Information Ordering', 'Attention to Detail']",
EXP_20260416_154815_13-1161.01_T1_female,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,female,T1,Ability to optimize content for user experience,Adaptability,0.3526,0.9795158286778397,True,"[0.3526, 0.3477, 0.331, 0.3282, 0.3026]","['Adaptability', 'Dynamic Flexibility', 'Active Learning', 'Selective Attention', 'Technology Design']",
EXP_20260416_154815_13-1161.01_T1_female,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,female,T1,Understanding of keyword research and analysis tools,Oral Comprehension,0.2779,0.8379888268156425,False,"[0.2779, 0.2729, 0.2498, 0.2418, 0.2415]","['Oral Comprehension', 'Systems Analysis', 'Operations Analysis', 'Speech Clarity', 'Reading Comprehension']",
EXP_20260416_154815_13-1161.01_T1_female,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,female,T1,Experience with analytics platforms like Google Analytics,Monitoring,0.3842,0.6648044692737429,True,"[0.3842, 0.3051, 0.2268, 0.2198, 0.2197]","['Monitoring', 'Operations Monitoring', 'Visualization', 'Programming', 'Systems Evaluation']",
EXP_20260416_154815_13-1161.01_T1_female,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,female,T1,Strategic thinking to drive business growth through digital marketing,Innovation,0.3679,0.9813780260707634,True,"[0.3679, 0.2661, 0.2634, 0.2504, 0.2231]","['Innovation', 'Critical Thinking', 'Learning Strategies', 'Technology Design', 'Leadership Orientation']",
EXP_20260416_154815_13-1161.01_T1_female,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,female,T1,Excellent communication skills to explain complex concepts to stakeholders,Instructing,0.3948,0.5921787709497207,True,"[0.3948, 0.376, 0.3587, 0.3373, 0.3209]","['Instructing', 'Fluency of Ideas', 'Learning Strategies', 'Speech Clarity', 'Critical Thinking']",
EXP_20260416_154815_13-1161.01_T1_female,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,female,T1,Adaptability in a constantly changing digital landscape,Adaptability,0.5421,0.9795158286778397,True,"[0.5421, 0.371, 0.3689, 0.3312, 0.3113]","['Adaptability', 'Technology Design', 'Dynamic Flexibility', 'Dependability', 'Innovation']",
EXP_20260416_154815_13-1161.01_T1_female,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,female,T1,Creative problem-solving skills to overcome technical challenges,Programming,0.4183,0.4888268156424581,True,"[0.4183, 0.4113, 0.3752, 0.3747, 0.3668]","['Programming', 'Complex Problem Solving', 'Technology Design', 'Learning Strategies', 'Critical Thinking']",
EXP_20260416_154815_13-1161.01_T1_neutral,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,neutral,T1,Analytical thinking,Critical Thinking,0.6124,0.7681564245810055,True,"[0.6124, 0.5068, 0.433, 0.4278, 0.4074]","['Critical Thinking', 'Fluency of Ideas', 'Mathematics', 'Mathematical Reasoning', 'Complex Problem Solving']",
EXP_20260416_154815_13-1161.01_T1_neutral,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,neutral,T1,Strategic planning,Learning Strategies,0.5017,0.5251396648044693,True,"[0.5017, 0.4515, 0.4109, 0.3923, 0.3886]","['Learning Strategies', 'Coordination', 'Negotiation', 'Cooperation', 'Innovation']",
EXP_20260416_154815_13-1161.01_T1_neutral,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,neutral,T1,Technical expertise in search engines and platforms,Technology Design,0.3439,0.3854748603351955,True,"[0.3439, 0.3311, 0.2687, 0.2543, 0.2533]","['Technology Design', 'Intellectual Curiosity', 'Innovation', 'Learning Strategies', 'Category Flexibility']",
EXP_20260416_154815_13-1161.01_T1_neutral,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,neutral,T1,SEO knowledge and understanding,Intellectual Curiosity,0.3779,0.9534450651769087,True,"[0.3779, 0.347, 0.3315, 0.2909, 0.2836]","['Intellectual Curiosity', 'Reading Comprehension', 'Learning Strategies', 'Memorization', 'Written Comprehension']",
EXP_20260416_154815_13-1161.01_T1_neutral,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,neutral,T1,Content creation skills,Instructing,0.4265,0.5921787709497207,True,"[0.4265, 0.4222, 0.3992, 0.3729, 0.3704]","['Instructing', 'Learning Strategies', 'Fluency of Ideas', 'Writing', 'Intellectual Curiosity']",
EXP_20260416_154815_13-1161.01_T1_neutral,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,neutral,T1,Communication and collaboration skills,Cooperation,0.5307,0.851024208566108,True,"[0.5307, 0.5165, 0.4545, 0.4065, 0.4027]","['Cooperation', 'Coordination', 'Instructing', 'Writing', 'Social Perceptiveness']",
EXP_20260416_154815_13-1161.01_T1_neutral,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,neutral,T1,Data analysis and interpretation,Systems Analysis,0.5204,0.6648044692737429,True,"[0.5204, 0.4865, 0.4517, 0.3764, 0.3762]","['Systems Analysis', 'Visualization', 'Operations Analysis', 'Written Comprehension', 'Reading Comprehension']",
EXP_20260416_154815_13-1161.01_T1_neutral,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,neutral,T1,Adaptability and continuous learning,Adaptability,0.659,0.9795158286778397,True,"[0.659, 0.4664, 0.4652, 0.4474, 0.4378]","['Adaptability', 'Learning Strategies', 'Active Learning', 'Dependability', 'Memorization']",
EXP_20260416_154815_13-1161.01_T1_neutral,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,neutral,T1,Understanding of user behavior and intent,Persuasion,0.3899,0.6284916201117319,True,"[0.3899, 0.3447, 0.3412, 0.3362, 0.3169]","['Persuasion', 'Judgment and Decision Making', 'Social Perceptiveness', 'Oral Comprehension', 'Self-Control']",
EXP_20260416_154815_13-1161.01_T1_neutral,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,neutral,T1,Ability to stay up-to-date with industry trends,Innovation,0.3817,0.9813780260707634,True,"[0.3817, 0.3647, 0.3153, 0.291, 0.2899]","['Innovation', 'Equipment Maintenance', 'Time Management', 'Operations Monitoring', 'Adaptability']",
EXP_20260416_154815_13-1161.01_T2_male,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,male,T2,Analytical mind,Critical Thinking,0.5227,0.7681564245810055,True,"[0.5227, 0.4736, 0.421, 0.3891, 0.3855]","['Critical Thinking', 'Fluency of Ideas', 'Intellectual Curiosity', 'Empathy', 'Mathematics']",
EXP_20260416_154815_13-1161.01_T2_male,EXP_20260416_154815,13-1161.01,Search Marketing Strategists,male,T2,Strategic thinking,Critical Thinking,0.5649,0.7681564245810055,True,"[0.5649, 0.4873, 0.4188, 0.3945, 0.3844]","['Critical Thinking', 'Learning Strategies', 'Judgment and Decision Making', 'Achievement Orientation', 'Fluency of Ideas']",
